site_id,gene_id,strand,region,start,end,additional_padding
bHLH_1:303932-304181,AT1G01860,-,terminator,1970,2220,0
bHLH_1:303932-304181,AT1G01840,+,promoter,1396,1411,178
bHLH_1:303932-304181,AT1G01840,+,terminator,1609,1844,178
bHLH_1:303932-304181,AT1G04073,+,promoter,452,702,767
bHLH_1:303932-304181,AT1G04067,-,promoter,795,1045,485
bHLH_1:14002816-14003065,AT1G36940,+,promoter,0,248,0
bHLH_1:25849578-25849827,AT1G68800,-,promoter,1303,1500,0
bHLH_1:25849578-25849827,AT1G09013,+,terminator,2795,3020,740
bHLH_1:8469816-8470065,AT1G23950,-,terminator,1520,1736,0
bHLH_1:8469816-8470065,AT1G23935,+,terminator,2263,2513,0
bHLH_1:28106824-28107073,AT1G74810,+,promoter,3,253,0
bHLH_1:24686700-24686949,AT1G66240,-,promoter,1467,1500,0
bHLH_1:19072252-19072501,AT1G51440,+,terminator,1520,1769,0
bHLH_1:7545180-7545429,AT1G21530,-,terminator,1738,1988,0
bHLH_1:7545180-7545429,AT1G21529,-,promoter,248,498,245
bHLH_1:25870567-25870816,AT1G68825,-,promoter,603,853,279
bHLH_1:18091174-18091423,AT1G48910,+,promoter,494,744,0
bHLH_1:29020593-29020842,AT1G77230,+,terminator,2845,3020,0
bHLH_1:29020593-29020842,AT1G77250,-,terminator,1520,1602,0
bHLH_1:29020593-29020842,AT1G77240,-,promoter,0,196,0
bHLH_1:24702548-24702797,AT1G66270,-,promoter,1368,1500,0
bHLH_1:5176861-5177110,AT1G15030,+,promoter,382,632,0
bHLH_1:5176861-5177110,AT1G15020,-,promoter,368,618,0
bHLH_1:2206671-2206920,AT1G07180,+,terminator,1592,1842,0
bHLH_1:20554334-20554583,AT1G55090,+,promoter,983,1233,0
bHLH_1:20554334-20554583,AT1G55080,-,promoter,688,938,0
bHLH_1:20450026-20450275,AT1G54830,+,promoter,0,194,0
bHLH_1:27099252-27099501,AT1G71990,+,promoter,43,293,0
bHLH_1:18182506-18182755,AT1G49170,-,terminator,2447,2697,0
bHLH_1:18182506-18182755,AT1G49160,-,promoter,754,1004,0
bHLH_1:212404-212653,AT1G01580,+,terminator,1520,1592,0
bHLH_1:4423672-4423921,AT1G12960,-,promoter,233,483,551
bHLH_1:4423672-4423921,AT1G12970,+,promoter,1133,1383,0
bHLH_1:4423672-4423921,AT1G12950,+,terminator,3008,3020,0
bHLH_1:1206058-1206307,AT1G04440,+,terminator,2069,2319,0
bHLH_1:1206058-1206307,AT1G04445,+,promoter,299,549,0
bHLH_1:1887874-1888123,AT1G06170,-,promoter,0,30,0
bHLH_1:1887874-1888123,AT1G04447,+,terminator,2166,2416,675
bHLH_1:4381016-4381265,AT1G12855,+,promoter,0,107,0
bHLH_1:4381016-4381265,AT1G12850,-,promoter,1498,1500,0
bHLH_1:3207531-3207780,AT1G09880,-,terminator,2950,3020,0
bHLH_1:23428003-23428252,AT1G63170,+,terminator,2615,2865,0
bHLH_1:20677307-20677556,AT1G55370,+,terminator,2878,3020,0
bHLH_1:8975664-8975913,AT1G25540,-,promoter,0,151,0
bHLH_1:8975664-8975913,AT1G25550,+,promoter,339,589,0
bHLH_1:16413356-16413605,AT1G43580,-,promoter,130,380,0
bHLH_1:3791825-3792074,AT1G11280,-,promoter,0,110,0
bHLH_1:16430845-16431094,AT1G43620,-,promoter,192,442,0
bHLH_1:29198576-29198825,AT1G09747,+,promoter,977,1178,644
bHLH_1:29198576-29198825,AT1G09747,+,terminator,1842,1891,644
bHLH_1:29198576-29198825,AT1G09743,+,terminator,2672,2922,796
bHLH_1:12377129-12377378,AT1G34040,+,terminator,2782,3020,0
bHLH_1:28144284-28144533,AT1G74929,-,promoter,564,814,898
bHLH_1:28144284-28144533,AT1G74930,+,promoter,1434,1500,0
bHLH_1:3220180-3220429,AT1G09900,+,terminator,2271,2521,0
bHLH_1:3220180-3220429,AT1G09910,-,terminator,1624,1874,0
bHLH_1:24045068-24045317,AT1G64710,+,promoter,1383,1500,0
bHLH_1:29948549-29948798,AT1G79590,+,terminator,1762,2012,0
bHLH_1:9158105-9158354,AT1G26500,+,promoter,726,976,0
bHLH_1:9158105-9158354,AT1G26480,-,promoter,738,988,0
bHLH_1:9158105-9158354,AT1G06003,-,terminator,2235,2485,316
bHLH_1:9158105-9158354,AT1G26490,+,promoter,923,1037,927
bHLH_1:9158105-9158354,AT1G26490,+,terminator,1984,2120,927
bHLH_1:5338272-5338521,AT1G15520,-,promoter,804,1054,0
bHLH_1:23448736-23448985,AT1G63220,+,promoter,925,1175,0
bHLH_1:7047359-7047608,AT1G20360,-,promoter,1135,1385,0
bHLH_1:7047359-7047608,AT1G05537,-,promoter,0,19,744
bHLH_1:4854665-4854914,AT1G14205,+,promoter,133,383,0
bHLH_1:4854665-4854914,AT1G14200,-,promoter,1372,1500,0
bHLH_1:4854665-4854914,AT1G14200,-,terminator,1520,1578,0
bHLH_1:4854665-4854914,AT1G14190,+,terminator,2378,2628,0
bHLH_1:21909377-21909626,AT1G59640,-,terminator,1520,1712,0
bHLH_1:9704656-9704905,AT1G27860,-,terminator,1671,1921,0
bHLH_1:9704656-9704905,AT1G27850,+,terminator,2732,2982,0
bHLH_1:30187294-30187543,AT1G80290,+,promoter,375,625,0
bHLH_1:30187294-30187543,AT1G80280,-,promoter,172,422,0
bHLH_1:16917582-16917831,AT1G44800,-,promoter,221,471,0
bHLH_1:6899029-6899278,AT1G19870,-,promoter,539,789,0
bHLH_1:12124505-12124754,AT1G33420,-,promoter,0,71,0
bHLH_1:12124505-12124754,AT1G33430,-,terminator,1520,1751,0
bHLH_1:14197035-14197284,AT1G07017,+,terminator,2370,2620,335
bHLH_1:8626378-8626627,AT1G24320,-,terminator,1706,1956,0
bHLH_1:8626378-8626627,AT1G24310,+,terminator,1993,2243,0
bHLH_1:6675473-6675722,AT1G19310,-,terminator,2506,2756,0
bHLH_1:12965701-12965950,AT1G35330,+,terminator,1608,1858,0
bHLH_1:9888498-9888747,AT1G28290,-,terminator,2372,2622,0
bHLH_1:29593673-29593922,AT1G78680,+,promoter,918,1168,0
bHLH_1:29593673-29593922,AT1G78670,+,terminator,2149,2399,0
bHLH_1:28244647-28244896,AT1G75250,-,terminator,1520,1689,0
bHLH_1:22217626-22217875,AT1G60260,-,terminator,2930,3020,0
bHLH_1:22217626-22217875,AT1G60250,-,promoter,956,1206,244
bHLH_1:7167994-7168243,AT1G20670,-,promoter,797,1047,0
bHLH_1:20654727-20654976,AT1G55340,+,terminator,2983,3020,0
bHLH_1:27199614-27199863,AT1G72270,-,terminator,1778,2028,0
bHLH_1:27199614-27199863,AT1G72260,-,promoter,604,854,0
bHLH_1:2248012-2248261,AT1G07300,-,promoter,0,228,0
bHLH_1:2248012-2248261,AT1G07320,+,promoter,46,296,0
bHLH_1:19891360-19891609,AT1G53320,-,terminator,1520,1594,0
bHLH_1:12201578-12201827,AT1G33670,+,promoter,616,866,0
bHLH_1:12201578-12201827,AT1G06693,+,terminator,2851,3020,679
bHLH_1:10902166-10902415,AT1G30730,+,terminator,1560,1810,0
bHLH_1:10902166-10902415,AT1G30740,+,promoter,172,422,0
bHLH_1:20921681-20921930,AT1G55940,-,terminator,2430,2680,0
bHLH_1:24518960-24519209,AT1G65900,-,promoter,391,641,0
bHLH_1:23740371-23740620,AT1G63970,-,promoter,763,1013,0
bHLH_1:23740371-23740620,AT1G63980,+,promoter,879,1129,0
bHLH_1:1514382-1514631,AT1G04353,+,terminator,1840,2090,0
bHLH_1:4702295-4702544,AT1G13710,-,terminator,2131,2381,0
bHLH_1:12753714-12753963,AT1G34844,+,terminator,2829,3020,0
bHLH_1:12146012-12146261,AT1G33475,-,terminator,2945,3020,0
bHLH_1:26478055-26478304,AT1G70300,-,terminator,1520,1707,0
bHLH_1:18217105-18217354,AT1G49245,+,promoter,0,15,71
bHLH_1:23639342-23639591,AT1G08623,+,promoter,273,523,730
bHLH_1:23639342-23639591,AT1G08627,-,terminator,2568,2818,769
bHLH_1:17720326-17720575,AT1G48030,-,promoter,0,174,0
bHLH_1:1659961-1660210,AT1G05570,-,promoter,400,650,0
bHLH_1:12149007-12149256,AT1G33480,-,terminator,1520,1527,0
bHLH_1:12149007-12149256,AT1G33475,-,promoter,123,373,0
bHLH_1:28595986-28596235,AT1G76210,-,promoter,760,1010,0
bHLH_1:24574451-24574700,AT1G66000,+,promoter,1108,1358,0
bHLH_1:24574451-24574700,AT1G65990,-,promoter,0,20,0
bHLH_1:9911456-9911705,AT1G28310,-,terminator,2516,2766,0
bHLH_1:20625943-20626192,AT1G55290,-,terminator,1855,2105,0
bHLH_1:28739884-28740133,AT1G76590,+,promoter,345,595,0
bHLH_1:28739884-28740133,AT1G76580,+,terminator,2937,3020,0
bHLH_1:28739884-28740133,AT1G09633,-,promoter,1034,1200,601
bHLH_1:28739884-28740133,AT1G09633,-,terminator,1821,1905,601
bHLH_1:29525351-29525600,AT1G78480,-,terminator,1919,2169,137
bHLH_1:29525351-29525600,AT1G09817,-,promoter,685,935,915
bHLH_1:29525351-29525600,AT1G78478,+,terminator,2034,2284,813
bHLH_1:22212187-22212436,AT1G60230,-,terminator,1666,1916,0
bHLH_1:22212187-22212436,AT1G60220,+,terminator,2036,2286,0
bHLH_1:20333450-20333699,AT1G54445,+,terminator,2500,2750,178
bHLH_1:22355648-22355897,AT1G60720,+,promoter,0,39,0
bHLH_1:19519373-19519622,AT1G52400,+,terminator,2982,3020,0
bHLH_1:19519373-19519622,AT1G52410,+,promoter,0,21,0
bHLH_1:5926438-5926687,AT1G17300,+,promoter,803,1053,0
bHLH_1:5926438-5926687,AT1G17290,+,terminator,2058,2308,0
bHLH_1:24785799-24786048,AT1G66450,+,promoter,772,1022,0
bHLH_1:6419308-6419557,AT1G18640,-,promoter,135,385,0
bHLH_1:6419308-6419557,AT1G18650,-,terminator,1520,1549,0
bHLH_1:30275162-30275411,AT1G80520,+,promoter,47,297,0
bHLH_1:30275162-30275411,AT1G80510,+,terminator,2291,2541,0
bHLH_1:30275162-30275411,AT1G09977,-,terminator,2366,2616,604
bHLH_1:1338443-1338692,AT1G04770,-,promoter,156,406,0
bHLH_1:1338443-1338692,AT1G04778,+,promoter,0,106,22
bHLH_1:2035447-2035696,AT1G06650,+,promoter,730,980,0
bHLH_1:2035447-2035696,AT1G06645,+,terminator,1643,1893,0
bHLH_1:2035447-2035696,AT1G04487,-,terminator,2040,2290,460
bHLH_1:6860534-6860783,AT1G19835,-,promoter,779,1029,0
bHLH_1:25332870-25333119,AT1G67590,-,terminator,1957,2207,0
bHLH_1:27884066-27884315,AT1G74150,+,terminator,2229,2479,0
bHLH_1:18990097-18990346,AT1G51210,+,terminator,2850,3020,0
bHLH_1:18990097-18990346,AT1G51220,-,terminator,1520,1673,0
bHLH_1:5298025-5298274,AT1G15410,+,promoter,702,952,0
bHLH_1:5298025-5298274,AT1G15400,-,promoter,0,50,0
bHLH_1:5298025-5298274,AT1G05163,-,promoter,1296,1363,275
bHLH_1:5298025-5298274,AT1G05163,-,terminator,1658,1841,275
bHLH_1:5298025-5298274,AT1G15405,-,promoter,891,1141,708
bHLH_1:29857226-29857475,AT1G79370,+,promoter,293,543,0
bHLH_1:22279728-22279977,AT1G60460,+,terminator,2741,2991,0
bHLH_1:8354817-8355066,AT1G23560,-,promoter,552,802,0
bHLH_1:8354817-8355066,AT1G23570,-,terminator,1758,2008,0
bHLH_1:7061361-7061610,AT1G20380,+,promoter,920,1170,0
bHLH_1:5368355-5368604,AT1G15600,+,promoter,433,683,0
bHLH_1:5368355-5368604,AT1G15590,+,terminator,1705,1955,0
bHLH_1:3360996-3361245,AT1G10250,-,promoter,262,512,578
bHLH_1:3360996-3361245,AT1G04783,-,terminator,2183,2433,397
bHLH_1:18052552-18052801,AT1G48800,+,terminator,1520,1670,0
bHLH_1:29098619-29098868,AT1G77440,+,terminator,2145,2395,0
bHLH_1:29098619-29098868,AT1G77450,+,promoter,0,31,0
bHLH_1:29098619-29098868,AT1G09733,-,promoter,1193,1194,612
bHLH_1:29098619-29098868,AT1G09733,-,terminator,1826,2075,612
bHLH_1:22636321-22636570,AT1G61350,+,terminator,2240,2490,0
bHLH_1:24276233-24276482,AT1G65349,+,promoter,162,412,628
bHLH_1:25409938-25410187,AT1G67770,+,terminator,1793,2043,0
bHLH_1:28929561-28929810,AT1G09697,+,terminator,2877,3020,582
bHLH_1:3125676-3125925,AT1G04713,-,promoter,683,933,697
bHLH_1:8693023-8693272,AT1G24530,+,promoter,1394,1500,0
bHLH_1:23687871-23688120,AT1G63830,+,terminator,2517,2767,0
bHLH_1:11653321-11653570,AT1G32310,+,promoter,822,1072,0
bHLH_1:11653321-11653570,AT1G32300,+,terminator,1961,2211,0
bHLH_1:2688826-2689075,AT1G08500,+,promoter,947,1197,0
bHLH_1:2688826-2689075,AT1G08490,-,promoter,582,832,0
bHLH_1:9668346-9668595,AT1G27752,+,terminator,2816,3020,0
bHLH_1:9668346-9668595,AT1G27760,+,promoter,839,1089,0
bHLH_1:6206576-6206825,AT1G18030,+,terminator,1608,1858,0
bHLH_1:6206576-6206825,AT1G18040,-,terminator,2064,2314,0
bHLH_1:6206576-6206825,AT1G05363,-,promoter,319,569,763
bHLH_1:3903284-3903533,AT1G11600,+,terminator,1520,1659,0
bHLH_1:27547161-27547410,AT1G73250,-,promoter,68,318,0
bHLH_1:27547161-27547410,AT1G73260,-,terminator,1706,1956,0
bHLH_1:1766042-1766291,AT1G05840,-,promoter,991,1241,0
bHLH_1:1766042-1766291,AT1G05850,-,terminator,2230,2480,0
bHLH_1:12278333-12278582,AT1G33820,-,terminator,1874,2124,0
bHLH_1:13680955-13681204,AT1G36325,-,terminator,2518,2768,0
bHLH_1:26477384-26477633,AT1G70300,-,terminator,2128,2378,0
bHLH_1:28111468-28111717,AT1G74820,-,terminator,2109,2359,228
bHLH_1:28111468-28111717,AT1G74810,+,terminator,1548,1798,0
bHLH_1:24103440-24103689,AT1G64870,+,terminator,1629,1879,85
bHLH_1:25451346-25451595,AT1G67870,-,promoter,455,705,0
bHLH_1:18953491-18953740,AT1G51170,-,terminator,1736,1986,0
bHLH_1:25449230-25449479,AT1G67870,-,terminator,1761,2011,0
bHLH_1:20587883-20588132,AT1G55200,-,terminator,3015,3020,0
bHLH_1:20587883-20588132,AT1G55190,+,promoter,487,737,197
bHLH_1:20587883-20588132,AT1G55180,-,promoter,590,840,0
bHLH_1:20587883-20588132,AT1G08037,-,terminator,2205,2455,218
bHLH_1:29351310-29351559,AT1G09777,+,promoter,839,1089,651
bHLH_1:10758673-10758922,AT1G30440,+,promoter,931,1181,0
bHLH_1:19118414-19118663,AT1G51540,+,terminator,2900,3020,0
bHLH_1:19118414-19118663,AT1G51560,-,terminator,2961,3020,0
bHLH_1:19118414-19118663,AT1G07753,+,terminator,1864,2114,110
bHLH_1:17955545-17955794,AT1G48560,+,terminator,2056,2306,0
bHLH_1:4741921-4742170,AT1G13830,-,promoter,18,268,0
bHLH_1:4741921-4742170,AT1G13850,+,promoter,0,77,927
bHLH_1:4741921-4742170,AT1G13840,+,promoter,923,1037,927
bHLH_1:4741921-4742170,AT1G13840,+,terminator,1984,2120,927
bHLH_1:4306049-4306298,AT1G12650,+,promoter,1259,1500,0
bHLH_1:4306049-4306298,AT1G12640,-,promoter,608,858,0
bHLH_1:23766069-23766318,AT1G64050,+,terminator,1921,2171,0
bHLH_1:9132645-9132894,AT1G26400,-,terminator,2415,2665,0
bHLH_1:9132645-9132894,AT1G26390,-,promoter,0,134,0
bHLH_1:11509277-11509526,AT1G32010,-,terminator,1833,2083,0
bHLH_1:11509277-11509526,AT1G32000,-,promoter,382,632,375
bHLH_1:2997191-2997440,AT1G09280,-,terminator,2678,2928,0
bHLH_1:18182758-18183007,AT1G49170,-,terminator,2195,2445,0
bHLH_1:18182758-18183007,AT1G49160,-,promoter,502,752,0
bHLH_1:534138-534387,AT1G02540,-,terminator,2458,2708,127
bHLH_1:534138-534387,AT1G02530,+,terminator,1520,1731,0
bHLH_1:20066351-20066600,AT1G53730,+,terminator,2658,2908,0
bHLH_1:26131410-26131659,AT1G69523,+,terminator,2138,2388,0
bHLH_1:26131410-26131659,AT1G69526,+,promoter,1117,1367,0
bHLH_1:7932398-7932647,AT1G22470,-,terminator,2148,2398,172
bHLH_1:7932398-7932647,AT1G05747,-,promoter,408,658,572
bHLH_1:9352999-9353248,AT1G26945,+,terminator,2186,2436,0
bHLH_1:6002201-6002450,AT1G17460,+,terminator,1520,1739,0
bHLH_1:6002201-6002450,AT1G17470,+,promoter,314,564,0
bHLH_1:209076-209325,AT1G01580,+,promoter,1082,1332,0
bHLH_1:4069593-4069842,AT1G12040,+,promoter,602,852,0
bHLH_1:4069593-4069842,AT1G04923,-,promoter,570,820,407
bHLH_1:22801122-22801371,AT1G61740,-,promoter,1044,1294,0
bHLH_1:22897270-22897519,AT1G61940,-,terminator,1898,2148,0
bHLH_1:22080568-22080817,AT1G59980,+,promoter,880,1130,0
bHLH_1:13077834-13078083,AT1G35516,+,promoter,419,669,0
bHLH_1:13077834-13078083,AT1G35515,+,promoter,945,1195,0
bHLH_1:26158907-26159156,AT1G69560,+,terminator,1833,2083,0
bHLH_1:4151687-4151936,AT1G12230,+,terminator,2651,2901,0
bHLH_1:9272891-9273140,AT1G26790,-,terminator,2562,2812,0
bHLH_1:9272891-9273140,AT1G26780,+,terminator,2198,2448,0
bHLH_1:19118123-19118372,AT1G51540,+,terminator,2609,2859,0
bHLH_1:19118123-19118372,AT1G07753,+,promoter,1443,1445,110
bHLH_1:19118123-19118372,AT1G07753,+,terminator,1575,1823,110
bHLH_1:3563006-3563255,AT1G10720,+,promoter,1166,1416,0
bHLH_1:3563006-3563255,AT1G10717,+,terminator,2472,2722,625
bHLH_1:26527131-26527380,AT1G70380,-,promoter,964,1214,0
bHLH_1:18999241-18999490,AT1G51240,-,terminator,2897,3020,423
bHLH_1:8887869-8888118,AT1G25350,-,terminator,2918,3020,0
bHLH_1:23614576-23614825,AT1G63680,+,promoter,1237,1487,0
bHLH_1:11781148-11781397,AT1G32575,+,terminator,1520,1715,0
bHLH_1:11781148-11781397,AT1G06593,+,promoter,689,939,494
bHLH_1:29621090-29621339,AT1G78780,-,terminator,2019,2269,0
bHLH_1:29621090-29621339,AT1G78770,+,terminator,1663,1913,0
bHLH_1:10056180-10056429,AT1G28610,-,promoter,451,701,0
bHLH_1:12664692-12664941,AT1G34580,+,terminator,2842,3020,0
bHLH_1:6565809-6566058,AT1G19010,+,promoter,1316,1500,0
bHLH_1:6853678-6853927,AT1G19830,+,terminator,2753,3003,170
bHLH_1:868085-868334,AT1G03475,-,terminator,2537,2787,0
bHLH_1:868085-868334,AT1G03470,-,promoter,398,648,0
bHLH_1:22812917-22813166,AT1G61770,+,terminator,2260,2510,0
bHLH_1:22812917-22813166,AT1G61780,-,terminator,1520,1675,0
bHLH_1:29340611-29340860,AT1G78020,+,terminator,2871,3020,0
bHLH_1:29388504-29388753,AT1G78100,+,terminator,1520,1552,0
bHLH_1:29205577-29205826,AT1G77710,+,promoter,11,261,0
bHLH_1:11577568-11577817,AT1G32170,+,terminator,1558,1808,0
bHLH_1:11577568-11577817,AT1G32172,+,promoter,63,313,0
bHLH_1:17171121-17171370,AT1G45230,-,promoter,1101,1351,0
bHLH_1:17171121-17171370,AT1G45332,-,terminator,2769,3019,0
bHLH_1:12358900-12359149,AT1G34000,-,promoter,816,1066,0
bHLH_1:12358900-12359149,AT1G34010,-,terminator,2323,2573,0
bHLH_1:12358900-12359149,AT1G33990,+,terminator,2889,3020,0
bHLH_1:12358900-12359149,AT1G06717,+,terminator,2389,2639,666
bHLH_1:26038687-26038936,AT1G69260,+,promoter,783,1033,0
bHLH_1:1084515-1084764,AT1G04150,-,promoter,666,916,0
bHLH_1:137275-137524,AT1G01355,+,promoter,0,37,0
bHLH_1:19635021-19635270,AT1G52700,-,promoter,0,30,0
bHLH_1:1481433-1481682,AT1G05140,+,promoter,0,138,0
bHLH_1:4011452-4011701,AT1G11880,-,promoter,0,9,0
bHLH_1:4011452-4011701,AT1G04913,-,promoter,791,1041,566
bHLH_1:12313186-12313435,AT1G33900,-,promoter,1082,1332,0
bHLH_1:7906823-7907072,AT1G22400,-,promoter,896,1146,0
bHLH_1:28163898-28164147,AT1G75010,-,terminator,2699,2949,0
bHLH_1:219164-219413,AT1G01600,+,promoter,1331,1500,0
bHLH_1:20678774-20679023,AT1G55380,-,promoter,583,833,0
bHLH_1:1696867-1697116,AT1G05670,-,terminator,2443,2693,0
bHLH_1:1696867-1697116,AT1G05660,-,promoter,74,324,0
bHLH_1:241725-241974,AT1G01670,-,terminator,2757,3007,0
bHLH_1:2370234-2370483,AT1G07670,-,terminator,1555,1805,0
bHLH_1:2370234-2370483,AT1G07660,+,terminator,2519,2769,97
bHLH_1:18231224-18231473,AT1G49290,-,terminator,2952,3020,0
bHLH_1:18231224-18231473,AT1G49270,-,promoter,0,106,0
bHLH_1:18231224-18231473,AT1G49280,-,promoter,78,328,926
bHLH_1:28267544-28267793,AT1G75335,+,promoter,4,254,538
bHLH_1:5415602-5415851,AT1G15740,+,terminator,2703,2953,0
bHLH_1:9209982-9210231,AT1G26650,+,promoter,932,1182,0
bHLH_1:9209982-9210231,AT1G26640,-,promoter,670,920,0
bHLH_1:823834-824083,AT1G03360,+,promoter,318,568,0
bHLH_1:823834-824083,AT1G03350,-,promoter,1326,1500,0
bHLH_1:4525995-4526244,AT1G13245,-,promoter,959,1209,209
bHLH_1:4525995-4526244,AT1G04997,-,terminator,2734,2984,595
bHLH_1:4525995-4526244,AT1G04993,-,promoter,115,365,910
bHLH_1:6777250-6777499,AT1G19580,+,terminator,1702,1952,0
bHLH_1:12711562-12711811,AT1G34670,+,terminator,2917,3020,0
bHLH_1:5046524-5046773,AT1G14685,+,terminator,2988,3020,0
bHLH_1:5046524-5046773,AT1G14686,-,promoter,1119,1369,0
bHLH_1:24611549-24611798,AT1G66120,+,promoter,0,180,0
bHLH_1:4557178-4557427,AT1G13300,+,promoter,1301,1500,0
bHLH_1:25417464-25417713,AT1G67790,-,terminator,1847,2097,0
bHLH_1:25417464-25417713,AT1G67785,-,promoter,508,758,0
bHLH_1:25417464-25417713,AT1G67792,+,promoter,1087,1337,0
bHLH_1:26917133-26917382,AT1G71420,-,terminator,2422,2672,0
bHLH_1:26917133-26917382,AT1G71410,-,promoter,1349,1500,0
bHLH_1:29345517-29345766,AT1G09773,-,promoter,348,598,159
bHLH_1:6989539-6989788,AT1G20160,-,terminator,2872,3020,0
bHLH_1:30129932-30130181,AT1G80080,-,promoter,467,717,0
bHLH_1:30129932-30130181,AT1G80090,+,promoter,715,965,0
bHLH_1:5486843-5487092,AT1G15960,-,promoter,12,262,0
bHLH_1:4612262-4612511,AT1G13450,-,terminator,2238,2488,0
bHLH_1:4612262-4612511,AT1G05013,+,terminator,2509,2759,752
bHLH_1:4612262-4612511,AT1G13448,+,promoter,1020,1270,313
bHLH_1:2588965-2589214,AT1G08260,+,promoter,1112,1362,0
bHLH_1:2588965-2589214,AT1G08250,-,terminator,1580,1830,0
bHLH_1:2588965-2589214,AT1G08240,+,terminator,2389,2639,928
bHLH_1:3264530-3264779,AT1G09995,-,promoter,0,112,0
bHLH_1:3264530-3264779,AT1G10000,-,promoter,1396,1500,0
bHLH_1:30167932-30168181,AT1G80220,+,promoter,1094,1344,232
bHLH_1:12238888-12239137,AT1G33760,+,terminator,2198,2448,0
bHLH_1:18546150-18546399,AT1G50050,+,promoter,1065,1315,0
bHLH_1:16760583-16760832,AT1G44090,-,terminator,1802,2052,0
bHLH_1:26797349-26797598,AT1G71030,-,promoter,0,183,0
bHLH_1:18018116-18018365,AT1G48720,+,terminator,1678,1928,271
bHLH_1:18018116-18018365,AT1G48725,+,promoter,0,93,0
bHLH_1:158608-158857,AT1G01440,-,terminator,2789,3020,0
bHLH_1:158608-158857,AT1G01430,-,promoter,965,1215,0
bHLH_1:4541682-4541931,AT1G13260,+,promoter,515,765,0
bHLH_1:2192973-2193222,AT1G07150,-,terminator,2737,2987,0
bHLH_1:7221293-7221542,AT1G20790,-,terminator,1520,1606,0
bHLH_1:7221293-7221542,AT1G20780,+,terminator,2471,2721,0
bHLH_1:8886052-8886301,AT1G25340,+,terminator,1520,1545,0
bHLH_1:2760710-2760959,AT1G08660,-,promoter,0,179,0
bHLH_1:24023134-24023383,AT1G64650,-,terminator,2133,2383,0
bHLH_1:24023134-24023383,AT1G64640,-,promoter,1040,1290,0
bHLH_1:24023134-24023383,AT1G64630,+,terminator,2844,3020,0
bHLH_1:1233568-1233817,AT1G04520,+,terminator,1556,1806,0
bHLH_1:1233568-1233817,AT1G04530,-,terminator,2377,2627,0
bHLH_1:27441101-27441350,AT1G72940,+,promoter,121,371,0
bHLH_1:27441101-27441350,AT1G72930,+,terminator,2657,2907,0
bHLH_1:27441101-27441350,AT1G09353,-,promoter,1235,1302,396
bHLH_1:27441101-27441350,AT1G09353,-,terminator,1718,1901,396
bHLH_1:6557555-6557804,AT1G18990,-,terminator,2788,3020,0
bHLH_1:6557555-6557804,AT1G18975,+,terminator,1601,1851,0
bHLH_1:6557555-6557804,AT1G18980,-,promoter,1310,1468,65
bHLH_1:6557555-6557804,AT1G18980,-,terminator,1553,1645,65
bHLH_1:21456929-21457178,AT1G58025,-,terminator,2507,2757,0
bHLH_1:7990018-7990267,AT1G22600,-,promoter,0,199,0
bHLH_1:25675158-25675407,AT1G68470,-,terminator,2972,3020,0
bHLH_1:25596018-25596267,AT1G68290,+,promoter,348,598,0
bHLH_1:25596018-25596267,AT1G08973,-,terminator,2305,2555,0
bHLH_1:8768262-8768511,AT1G24800,+,promoter,0,2,0
bHLH_1:27030008-27030257,AT1G71866,-,terminator,2188,2438,0
bHLH_1:27030008-27030257,AT1G71865,+,terminator,1520,1718,0
bHLH_1:27030008-27030257,AT1G71860,+,terminator,2936,3020,0
bHLH_1:27030008-27030257,AT1G09267,-,promoter,391,641,746
bHLH_1:7735115-7735364,AT1G21980,+,promoter,1455,1500,0
bHLH_1:20504519-20504768,AT1G54960,+,terminator,2463,2713,0
bHLH_1:20504519-20504768,AT1G54970,+,promoter,619,869,0
bHLH_1:26446327-26446576,AT1G70220,-,terminator,1526,1776,0
bHLH_1:26446327-26446576,AT1G09153,-,promoter,221,471,397
bHLH_1:26446327-26446576,AT1G09147,+,terminator,2960,3020,657
bHLH_1:23231263-23231512,AT1G62730,-,promoter,305,555,0
bHLH_1:23231263-23231512,AT1G62740,+,promoter,1342,1500,0
bHLH_1:2076798-2077047,AT1G06760,-,terminator,1520,1725,0
bHLH_1:2076798-2077047,AT1G06750,+,terminator,2313,2563,0
bHLH_1:2076798-2077047,AT1G04503,+,terminator,1820,2070,516
bHLH_1:12189120-12189369,AT1G33610,+,promoter,1443,1500,0
bHLH_1:28953235-28953484,AT1G77060,-,promoter,1095,1345,0
bHLH_1:4206702-4206951,AT1G12360,+,terminator,2236,2486,0
bHLH_1:4206702-4206951,AT1G12370,-,terminator,1520,1677,0
bHLH_1:25863507-25863756,AT1G68810,+,terminator,1993,2243,0
bHLH_1:26101739-26101988,AT1G69440,-,terminator,1520,1687,0
bHLH_1:23866038-23866287,AT1G64300,+,terminator,2013,2263,0
bHLH_1:23866038-23866287,AT1G64310,+,promoter,986,1236,0
bHLH_1:21259608-21259857,AT1G56710,-,promoter,1116,1366,0
bHLH_1:22119528-22119777,AT1G60040,-,promoter,1151,1401,44
bHLH_1:25711896-25712145,AT1G68526,-,promoter,1233,1256,489
bHLH_1:25711896-25712145,AT1G68526,-,terminator,1765,1992,489
bHLH_1:25711896-25712145,AT1G68520,-,promoter,0,93,0
