condition,id,GC,length,n_experiments,min_bc,min_ci,min_co,enrichment
Dark,WRKY_1:18784710-18784959_reference_binding_2113,0.352941,170,2,7,239,93,-1.4865502553988472
Dark,WRKY_1:18888890-18889139_binding_1024,0.335294,170,2,12,480,468,-0.07956873383108323
Dark,WRKY_1:18888890-18889139_binding_1258,0.335294,170,2,13,641,632,-0.10968615696949088
Dark,WRKY_1:18888890-18889139_binding_1280,0.335294,170,2,8,367,478,0.3435082781375539
Dark,WRKY_1:18888890-18889139_binding_1289,0.341176,170,2,12,479,402,-0.2873477189121758
Dark,WRKY_1:18888890-18889139_non_binding_1401,0.341176,170,2,17,631,784,0.3219126067527446
Dark,WRKY_1:18888890-18889139_non_binding_1629,0.347059,170,2,6,216,201,-0.0956671644614743
Dark,WRKY_1:18888890-18889139_non_binding_1765,0.347059,170,2,6,321,197,-0.7708759714229436
Dark,WRKY_1:18888890-18889139_non_binding_1789,0.341176,170,2,10,314,224,-0.4655204845343716
Dark,WRKY_1:18888890-18889139_non_binding_697,0.335294,170,2,10,444,319,-0.4933902895943351
Dark,WRKY_1:18888890-18889139_non_binding_788,0.329412,170,2,4,143,105,-0.6340157118607218
Dark,WRKY_1:18888890-18889139_reference_binding_2104,0.341176,170,2,9,403,407,0.04320499871120079
Dark,WRKY_1:18917435-18917684_non_binding_1550,0.305882,170,2,17,648,414,-0.5586610155107286
Dark,WRKY_1:18917435-18917684_reference_binding_2316,0.311765,170,2,17,960,809,-0.27953130567173157
Dark,WRKY_1:19102590-19102839_binding_1008,0.288235,170,2,2,70,21,-0.8993318971625448
Dark,WRKY_1:19102590-19102839_binding_1041,0.282353,170,2,2,71,31,-1.4115601851393338
Dark,WRKY_1:19102590-19102839_binding_1113,0.282353,170,2,2,38,46,0.23262067785311527
Dark,WRKY_1:19102590-19102839_binding_1156,0.288235,170,2,6,247,194,-0.4051873397162
Dark,WRKY_1:19102590-19102839_binding_1210,0.288235,170,2,2,35,47,0.6133117736861174
Dark,WRKY_1:19102590-19102839_binding_1266,0.276471,170,2,5,151,92,-0.559077547362381
Dark,WRKY_1:19102590-19102839_binding_1298,0.288235,170,2,2,54,15,-1.7511353957724323
Dark,WRKY_1:19102590-19102839_binding_1309,0.282353,170,2,5,160,144,-0.3800207561261718
Dark,WRKY_1:19102590-19102839_binding_1319,0.282353,170,2,1,18,19,0.4712570255640156
Dark,WRKY_1:19102590-19102839_binding_29,0.317647,170,2,2,41,25,-0.7918491954443554
Dark,WRKY_1:19102590-19102839_binding_307,0.317647,170,2,3,50,41,-0.2855406773889485
Dark,WRKY_1:19102590-19102839_binding_311,0.311765,170,2,6,214,61,-1.3030079216776245
Dark,WRKY_1:19102590-19102839_binding_493,0.323529,170,2,3,113,81,-0.4334647719415818
Dark,WRKY_1:19102590-19102839_binding_56,0.323529,170,2,3,166,64,-0.8923625744430977
Dark,WRKY_1:19102590-19102839_reference_binding_1901,0.282353,170,2,4,80,53,-0.27993383798999055
Dark,WRKY_1:1910489-1910738_non_binding_1469,0.323529,170,2,1,74,72,-0.06270698649545589
Dark,WRKY_1:1910489-1910738_non_binding_667,0.323529,170,2,1,26,22,-0.30417465548127554
Dark,WRKY_1:1910489-1910738_non_binding_942,0.323529,170,2,1,26,7,-1.371959404509591
Dark,WRKY_1:19111190-19111439_non_binding_1734,0.447059,170,2,4,200,73,-1.5541527579423111
Dark,WRKY_1:19111190-19111439_non_binding_1805,0.441176,170,2,4,218,130,-0.7517088247258377
Dark,WRKY_1:19111190-19111439_reference_binding_2102,0.405882,170,2,1,98,49,-1.0289356163173387
Dark,WRKY_1:19166223-19166472_non_binding_961,0.411765,170,2,9,526,262,-0.9755243289718424
Dark,WRKY_1:19166223-19166472_reference_binding_2238,0.417647,170,2,15,558,351,-0.49553552289549596
Dark,WRKY_1:19225576-19225825_binding_173,0.305882,170,2,5,87,105,0.3699424423065065
Dark,WRKY_1:19225576-19225825_non_binding_1593,0.288235,170,2,6,128,109,0.17498889901026807
Dark,WRKY_1:19225576-19225825_non_binding_1721,0.282353,170,2,6,186,235,0.33040140154552355
Dark,WRKY_1:19225576-19225825_non_binding_592,0.282353,170,2,1,18,22,0.5113421999060073
Dark,WRKY_1:19225576-19225825_reference_binding_1941,0.282353,170,2,3,67,61,0.2892071409284368
Dark,WRKY_1:1923602-1923851_non_binding_1451,0.4,170,2,6,182,217,0.26141074997877034
Dark,WRKY_1:1923602-1923851_reference_binding_2296,0.4,170,2,10,365,384,0.3071806678500201
Dark,WRKY_1:19349432-19349681_non_binding_664,0.458824,170,2,8,333,444,0.3217629695022778
Dark,WRKY_1:19349432-19349681_reference_binding_2083,0.452941,170,2,8,335,742,1.0446757351395797
Dark,WRKY_1:19358007-19358256_non_binding_1454,0.3,170,2,13,515,244,-1.1873215840375264
Dark,WRKY_1:19358007-19358256_reference_binding_2297,0.294118,170,2,6,180,85,-0.6851666605769602
Dark,WRKY_1:19363161-19363410_non_binding_1775,0.352941,170,2,12,657,234,-1.253114402556774
Dark,WRKY_1:19363161-19363410_reference_binding_2366,0.311765,170,2,10,412,284,-0.3407054999655691
Dark,WRKY_1:19395005-19395254_non_binding_1411,0.258824,170,2,9,407,177,-1.3259400475916525
Dark,WRKY_1:19395005-19395254_non_binding_1534,0.252941,170,2,9,410,239,-0.823603148657689
Dark,WRKY_1:19395005-19395254_non_binding_1843,0.217647,170,2,9,597,529,-0.193088458291156
Dark,WRKY_1:19395005-19395254_non_binding_827,0.270588,170,2,19,757,374,-1.0014372928687352
Dark,WRKY_1:19395005-19395254_reference_binding_2181,0.258824,170,2,15,601,324,-0.8417762736199542
Dark,WRKY_1:1945055-1945304_non_binding_1731,0.494118,170,2,9,471,162,-1.3980215728990855
Dark,WRKY_1:1945055-1945304_reference_binding_2355,0.517647,170,2,9,458,140,-1.550310311228912
Dark,WRKY_1:19455411-19455660_binding_1081,0.376471,170,2,3,84,22,-1.3734564427581994
Dark,WRKY_1:19455411-19455660_non_binding_1674,0.423529,170,2,4,143,120,-0.3479166613221705
Dark,WRKY_1:19455411-19455660_non_binding_731,0.376471,170,2,10,513,300,-0.6476564361732923
Dark,WRKY_1:19455411-19455660_non_binding_975,0.382353,170,2,9,271,114,-1.179012740502396
Dark,WRKY_1:19455411-19455660_non_binding_992,0.388235,170,2,10,367,202,-0.8738094408785843
Dark,WRKY_1:19455411-19455660_reference_binding_2124,0.382353,170,2,9,538,255,-1.1474327919991927
Dark,WRKY_1:19468872-19469121_non_binding_810,0.311765,170,2,9,374,181,-1.0245477676254868
Dark,WRKY_1:19468872-19469121_non_binding_859,0.305882,170,2,9,378,180,-1.0512098480403484
Dark,WRKY_1:19468872-19469121_non_binding_880,0.294118,170,2,9,299,157,-0.9057876814931594
Dark,WRKY_1:19468872-19469121_non_binding_931,0.317647,170,2,8,361,184,-0.8920541164032764
Dark,WRKY_1:19468872-19469121_reference_binding_2171,0.305882,170,2,7,199,353,0.7891738583565102
Dark,WRKY_1:19489477-19489726_non_binding_1391,0.252941,170,2,6,298,196,-0.36990855599048333
Dark,WRKY_1:19489477-19489726_non_binding_1497,0.258824,170,2,11,307,582,0.8880591463382619
Dark,WRKY_1:19489477-19489726_non_binding_1658,0.288235,170,2,9,313,224,-0.36925751221849074
Dark,WRKY_1:19489477-19489726_non_binding_868,0.258824,170,2,10,532,277,-1.0685225411666595
Dark,WRKY_1:19489477-19489726_reference_binding_2203,0.252941,170,2,16,569,771,0.5091781207653592
Dark,WRKY_1:19505284-19505533_non_binding_911,0.411765,170,2,13,606,1802,1.647564787742422
Dark,WRKY_1:19505284-19505533_reference_binding_2221,0.423529,170,2,14,378,2056,2.320074025818334
Dark,WRKY_1:1954548-1954797_non_binding_687,0.294118,170,2,3,70,149,1.0054425315400013
Dark,WRKY_1:1954548-1954797_non_binding_691,0.294118,170,2,4,59,124,1.0648356771658165
Dark,WRKY_1:1954548-1954797_non_binding_692,0.294118,170,2,6,184,302,0.6361174565107703
Dark,WRKY_1:1954548-1954797_non_binding_753,0.294118,170,2,5,84,122,0.41437872996383945
Dark,WRKY_1:1954548-1954797_reference_binding_2097,0.288235,170,2,6,186,256,0.5093999295091399
Dark,WRKY_1:1962661-1962910_non_binding_1425,0.329412,170,2,3,124,101,-0.4378824932004304
Dark,WRKY_1:1962661-1962910_non_binding_825,0.317647,170,2,5,219,150,-0.5203163332698764
Dark,WRKY_1:1962661-1962910_reference_binding_2180,0.323529,170,2,4,89,61,-0.35692157561159227
Dark,WRKY_1:19725943-19726192_non_binding_1453,0.282353,170,2,9,480,430,-0.12856996479040111
Dark,WRKY_1:19725943-19726192_non_binding_1793,0.317647,170,2,11,632,648,0.06253172711429306
Dark,WRKY_1:19725943-19726192_non_binding_1873,0.329412,170,2,5,252,161,-0.6415879801544959
Dark,WRKY_1:19725943-19726192_non_binding_964,0.282353,170,2,8,328,174,-0.6473091691120395
Dark,WRKY_1:19725943-19726192_reference_binding_2240,0.282353,170,2,8,294,325,0.12872510557480618
Dark,WRKY_1:19733615-19733864_binding_192,0.376471,170,2,8,241,589,1.2342557978601016
Dark,WRKY_1:19733615-19733864_binding_222,0.394118,170,2,9,264,563,1.1713302216640766
Dark,WRKY_1:19733615-19733864_binding_328,0.376471,170,2,12,368,1295,1.820274105501177
Dark,WRKY_1:19733615-19733864_binding_36,0.382353,170,2,21,528,1099,1.2787511904597018
Dark,WRKY_1:19733615-19733864_binding_369,0.382353,170,2,11,290,774,1.4387419992797486
Dark,WRKY_1:19733615-19733864_binding_390,0.376471,170,2,6,243,783,1.722791044434092
Dark,WRKY_1:19733615-19733864_binding_76,0.382353,170,2,12,371,1240,1.6693903871766966
Dark,WRKY_1:19733615-19733864_binding_8,0.376471,170,2,24,932,2435,1.4272978756906531
Dark,WRKY_1:19733615-19733864_non_binding_784,0.358824,170,2,11,419,298,-0.5064394485146503
Dark,WRKY_1:19733615-19733864_non_binding_833,0.376471,170,2,18,783,449,-0.6965757147429511
Dark,WRKY_1:19733615-19733864_reference_binding_1887,0.370588,170,2,12,435,419,-0.07668564080166748
Dark,WRKY_1:19820881-19821130_binding_1214,0.370588,170,2,4,101,327,1.511670273746823
Dark,WRKY_1:19820881-19821130_reference_binding_2275,0.364706,170,2,2,34,45,1.051194536986389
Dark,WRKY_1:19910204-19910453_non_binding_1400,0.341176,170,1,1,27,50,0.9798960413356539
Dark,WRKY_1:19910204-19910453_non_binding_604,0.347059,170,2,9,284,385,0.415647021974903
Dark,WRKY_1:19910204-19910453_reference_binding_2040,0.341176,170,2,2,75,77,0.6729529888834563
Dark,WRKY_1:19958068-19958317_non_binding_1606,0.317647,170,2,5,186,184,-0.22087097457767058
Dark,WRKY_1:19958068-19958317_non_binding_1692,0.341176,170,2,8,373,558,0.5073369431836783
Dark,WRKY_1:19958068-19958317_non_binding_543,0.317647,170,2,9,563,444,-0.313830953470651
Dark,WRKY_1:19958068-19958317_reference_binding_1993,0.311765,170,2,9,371,448,0.2979454420092226
Dark,WRKY_1:20009403-20009652_non_binding_521,0.282353,170,2,12,527,918,0.8173647625002478
Dark,WRKY_1:20009403-20009652_reference_binding_1974,0.276471,170,2,6,308,415,0.42948142013851476
Dark,WRKY_1:20019831-20020080_binding_1119,0.335294,170,2,13,382,390,0.16679551707742432
Dark,WRKY_1:20019831-20020080_binding_1148,0.335294,170,2,11,424,537,0.3529040331453108
Dark,WRKY_1:20019831-20020080_binding_1269,0.335294,170,2,8,447,510,0.18532920582549842
Dark,WRKY_1:20019831-20020080_non_binding_830,0.335294,170,2,6,198,167,-0.12775493083203682
Dark,WRKY_1:20019831-20020080_reference_binding_2184,0.329412,170,2,10,324,384,0.35952881965036376
Dark,WRKY_1:20076603-20076852_non_binding_1650,0.488235,170,2,5,176,304,0.8989247236910541
Dark,WRKY_1:20076603-20076852_reference_binding_2332,0.464706,170,2,13,597,812,0.5226425334829172
Dark,WRKY_1:20119500-20119749_non_binding_746,0.311765,170,2,4,201,137,-0.4639099883323006
Dark,WRKY_1:20119500-20119749_reference_binding_2134,0.305882,170,2,3,130,58,-1.086962990826136
Dark,WRKY_1:20132065-20132314_non_binding_1544,0.311765,170,2,6,260,139,-0.775098546732251
Dark,WRKY_1:20222795-20223044_non_binding_564,0.376471,170,2,5,232,84,-1.4564601309445975
Dark,WRKY_1:20222795-20223044_reference_binding_2008,0.376471,170,2,13,535,384,-0.716094004645634
Dark,WRKY_1:20280683-20280932_non_binding_572,0.482353,170,2,9,589,283,-1.0470138899938535
Dark,WRKY_1:20280683-20280932_non_binding_616,0.488235,170,2,7,345,141,-1.0314466458863196
Dark,WRKY_1:20280683-20280932_non_binding_794,0.494118,170,2,7,302,159,-1.017737576403414
Dark,WRKY_1:20280683-20280932_reference_binding_2015,0.488235,170,2,9,311,196,-0.6439294331493199
Dark,WRKY_1:2031885-2032134_non_binding_1458,0.258824,170,2,11,460,861,1.0200515253224531
Dark,WRKY_1:2031885-2032134_non_binding_1687,0.276471,170,2,12,609,1089,0.8797667487320331
Dark,WRKY_1:2031885-2032134_non_binding_531,0.258824,170,2,15,683,965,0.5545702512412187
Dark,WRKY_1:2031885-2032134_reference_binding_1984,0.252941,170,2,10,330,695,1.1934638372593458
Dark,WRKY_1:20420589-20420838_non_binding_1426,0.376471,170,2,9,343,138,-1.487504847894381
Dark,WRKY_1:20420589-20420838_non_binding_570,0.388235,170,2,11,584,163,-1.7614671018409647
Dark,WRKY_1:20420589-20420838_non_binding_907,0.394118,170,2,8,354,116,-1.3994415363990294
Dark,WRKY_1:20420589-20420838_reference_binding_2013,0.382353,170,2,6,280,64,-1.9459048962934522
Dark,WRKY_1:20464401-20464650_non_binding_696,0.294118,170,2,12,368,826,1.2053474765895642
Dark,WRKY_1:20464401-20464650_non_binding_842,0.294118,170,2,6,161,234,0.5724512645441467
Dark,WRKY_1:20464401-20464650_reference_binding_2103,0.288235,170,2,12,365,845,1.3404965099048984
Dark,WRKY_1:20472304-20472553_non_binding_1767,0.335294,170,2,1,8,6,-0.14718896995176603
Dark,WRKY_1:20472304-20472553_non_binding_924,0.311765,170,2,11,407,433,0.024705326486406817
Dark,WRKY_1:20472304-20472553_reference_binding_2223,0.317647,170,2,8,212,260,0.04280831505927035
Dark,WRKY_1:20551039-20551288_binding_1082,0.364706,170,2,9,342,310,-0.30669353227660523
Dark,WRKY_1:20551039-20551288_non_binding_1528,0.364706,170,2,8,305,304,0.07309636503141373
Dark,WRKY_1:20551039-20551288_non_binding_520,0.364706,170,2,4,262,224,-0.1357879010533065
Dark,WRKY_1:20551039-20551288_reference_binding_1973,0.358824,170,2,10,425,441,0.12000262212148269
Dark,WRKY_1:20578531-20578780_non_binding_1832,0.382353,170,2,11,427,704,0.7728595363008537
Dark,WRKY_1:20578531-20578780_reference_binding_2371,0.352941,170,2,4,151,212,1.0579396963103034
Dark,WRKY_1:20636700-20636949_non_binding_838,0.3,170,2,25,1002,850,-0.2687369467663231
Dark,WRKY_1:20636700-20636949_non_binding_875,0.3,170,2,15,552,515,-0.14070105462694946
Dark,WRKY_1:20636700-20636949_non_binding_967,0.294118,170,2,13,308,332,-0.04547040970981944
Dark,WRKY_1:20636700-20636949_non_binding_995,0.294118,170,2,11,359,365,-0.05892038849653472
Dark,WRKY_1:20636700-20636949_reference_binding_2190,0.294118,170,2,16,725,1390,0.9174663422306492
Dark,WRKY_1:20843909-20844158_non_binding_1667,0.423529,170,2,6,260,211,-0.28302005106973893
Dark,WRKY_1:20843909-20844158_non_binding_512,0.394118,170,2,13,729,347,-1.0057717654302252
Dark,WRKY_1:20843909-20844158_non_binding_547,0.4,170,2,13,678,242,-1.1801607949186743
Dark,WRKY_1:20843909-20844158_non_binding_601,0.4,170,2,12,442,296,-0.6616451442907123
Dark,WRKY_1:20843909-20844158_non_binding_622,0.394118,170,2,14,753,420,-0.9991701493758003
Dark,WRKY_1:20843909-20844158_reference_binding_1967,0.394118,170,2,12,514,319,-0.4094685446792522
Dark,WRKY_1:20845202-20845451_non_binding_945,0.4,170,2,19,1004,790,-0.406735443787266
Dark,WRKY_1:20845202-20845451_reference_binding_2233,0.388235,170,2,8,168,138,0.030966574504747102
Dark,WRKY_1:20861272-20861521_non_binding_1603,0.364706,170,2,5,209,100,-1.0233318902122464
Dark,WRKY_1:20861272-20861521_non_binding_1786,0.4,170,2,4,249,94,-1.4440834369212299
Dark,WRKY_1:20861272-20861521_non_binding_658,0.376471,170,2,5,273,128,-0.8052015791758165
Dark,WRKY_1:20861272-20861521_reference_binding_2078,0.370588,170,2,6,274,142,-0.9758123317403602
Dark,WRKY_1:20997310-20997559_binding_1114,0.405882,170,2,5,285,436,0.8063597394390001
Dark,WRKY_1:20997310-20997559_non_binding_1583,0.417647,170,2,3,181,113,-0.36312911621834615
Dark,WRKY_1:20997310-20997559_non_binding_577,0.417647,170,2,9,372,215,-0.5922505567612777
Dark,WRKY_1:20997310-20997559_non_binding_673,0.405882,170,2,10,325,152,-1.2129998999388738
Dark,WRKY_1:20997310-20997559_reference_binding_2020,0.411765,170,2,3,150,88,-0.21476876159258396
Dark,WRKY_1:21257204-21257453_non_binding_1643,0.423529,170,2,13,575,332,-0.6761825019429824
Dark,WRKY_1:21257204-21257453_non_binding_1745,0.423529,170,2,16,613,436,-0.34307673425129814
Dark,WRKY_1:21257204-21257453_non_binding_575,0.4,170,2,12,438,478,0.018473461599036345
Dark,WRKY_1:21257204-21257453_reference_binding_2018,0.394118,170,2,12,487,393,-0.10138204236687817
Dark,WRKY_1:21364227-21364476_non_binding_1615,0.294118,170,2,11,396,1306,1.778319979051532
Dark,WRKY_1:21364227-21364476_non_binding_865,0.3,170,2,6,281,344,0.38874740531786606
Dark,WRKY_1:21364227-21364476_reference_binding_2202,0.294118,170,2,5,123,327,1.639273890763715
Dark,WRKY_1:21385167-21385416_non_binding_1540,0.405882,170,2,6,244,492,1.1133852352613138
Dark,WRKY_1:21385167-21385416_non_binding_1546,0.4,170,2,5,159,192,0.2598676979502351
Dark,WRKY_1:21385167-21385416_non_binding_1636,0.405882,170,2,7,258,426,0.6153051356299846
Dark,WRKY_1:21385167-21385416_non_binding_612,0.394118,170,2,5,207,353,0.6144924908775862
Dark,WRKY_1:21385167-21385416_non_binding_740,0.4,170,2,3,166,153,0.1908140356821311
Dark,WRKY_1:21385167-21385416_non_binding_774,0.4,170,2,5,181,251,0.578826346753979
Dark,WRKY_1:21385167-21385416_reference_binding_2046,0.4,170,2,7,273,427,0.7040059340934467
Dark,WRKY_1:21392496-21392745_non_binding_1402,0.335294,170,1,1,8,39,2.3763295725866467
Dark,WRKY_1:21392496-21392745_non_binding_1719,0.382353,170,2,2,24,26,0.0012089688930049802
Dark,WRKY_1:21585216-21585465_binding_1325,0.423529,170,2,4,82,45,-0.4776496075491732
Dark,WRKY_1:21585216-21585465_reference_binding_2280,0.423529,170,2,11,453,334,-0.3979658273418266
Dark,WRKY_1:21650847-21651096_non_binding_643,0.4,170,2,5,207,159,-0.6468683085337426
Dark,WRKY_1:21650847-21651096_non_binding_914,0.4,170,2,11,455,177,-1.3001950841568988
Dark,WRKY_1:21650847-21651096_reference_binding_2069,0.405882,170,2,9,304,157,-0.8207639907326054
Dark,WRKY_1:21665312-21665561_binding_1066,0.4,170,2,9,284,179,-0.26603045456928565
Dark,WRKY_1:21665312-21665561_binding_1117,0.394118,170,2,8,256,238,-0.08140590795658989
Dark,WRKY_1:21665312-21665561_non_binding_614,0.405882,170,2,10,437,126,-1.1266203789116906
Dark,WRKY_1:21665312-21665561_reference_binding_2048,0.4,170,2,11,365,314,-0.29566882881616124
Dark,WRKY_1:21746306-21746555_binding_1017,0.388235,170,2,8,207,136,-0.9433744450715494
Dark,WRKY_1:21746306-21746555_binding_1030,0.394118,170,2,7,284,80,-1.7195120938576742
Dark,WRKY_1:21746306-21746555_binding_1065,0.4,170,2,5,177,95,-1.0626522612077425
Dark,WRKY_1:21746306-21746555_binding_115,0.423529,170,2,6,194,70,-1.5518662104137395
Dark,WRKY_1:21746306-21746555_binding_1157,0.4,170,2,13,645,258,-1.2057642008486498
Dark,WRKY_1:21746306-21746555_binding_1203,0.4,170,2,3,139,84,-0.9194739615867993
Dark,WRKY_1:21746306-21746555_binding_1329,0.4,170,2,7,475,140,-1.5981978406822295
Dark,WRKY_1:21746306-21746555_binding_14,0.417647,170,2,6,238,97,-1.298751683914658
Dark,WRKY_1:21746306-21746555_binding_141,0.429412,170,2,5,180,88,-1.089732082596851
Dark,WRKY_1:21746306-21746555_binding_157,0.405882,170,2,4,182,71,-1.1099584125461481
Dark,WRKY_1:21746306-21746555_binding_168,0.411765,170,2,8,216,94,-1.235930876241122
Dark,WRKY_1:21746306-21746555_binding_169,0.405882,170,2,5,302,106,-1.3672430783888951
Dark,WRKY_1:21746306-21746555_binding_179,0.417647,170,2,11,314,114,-1.4612224402940324
Dark,WRKY_1:21746306-21746555_binding_18,0.429412,170,2,2,36,10,-1.1875178016243786
Dark,WRKY_1:21746306-21746555_binding_194,0.423529,170,2,5,115,73,-0.8954914631594182
Dark,WRKY_1:21746306-21746555_binding_20,0.423529,170,2,10,373,181,-1.1722416435076775
Dark,WRKY_1:21746306-21746555_binding_208,0.435294,170,2,5,161,51,-1.1559141509394912
Dark,WRKY_1:21746306-21746555_binding_238,0.417647,170,1,1,52,7,-2.80215744235909
Dark,WRKY_1:21746306-21746555_binding_260,0.417647,170,2,9,316,101,-1.504170321991035
Dark,WRKY_1:21746306-21746555_binding_284,0.423529,170,2,6,270,120,-0.8846802810376725
Dark,WRKY_1:21746306-21746555_binding_329,0.411765,170,2,8,230,80,-1.6400455079757172
Dark,WRKY_1:21746306-21746555_binding_341,0.411765,170,2,9,460,191,-1.351315887044867
Dark,WRKY_1:21746306-21746555_binding_38,0.423529,170,2,6,147,50,-1.2583518567311236
Dark,WRKY_1:21746306-21746555_binding_389,0.405882,170,2,9,379,138,-1.1522242721626168
Dark,WRKY_1:21746306-21746555_binding_44,0.429412,170,2,8,404,113,-1.88126815628226
Dark,WRKY_1:21746306-21746555_binding_441,0.429412,170,2,6,230,120,-0.9208933189574563
Dark,WRKY_1:21746306-21746555_binding_447,0.411765,170,2,4,183,92,-0.643791254912457
Dark,WRKY_1:21746306-21746555_binding_456,0.435294,170,2,7,284,117,-1.2675965050839322
Dark,WRKY_1:21746306-21746555_binding_460,0.411765,170,2,5,136,56,-0.9558308638412832
Dark,WRKY_1:21746306-21746555_binding_461,0.423529,170,2,6,52,61,-0.10769482187835164
Dark,WRKY_1:21746306-21746555_binding_482,0.405882,170,2,8,223,99,-1.307156529818449
Dark,WRKY_1:21746306-21746555_binding_59,0.429412,170,2,7,257,121,-1.1677760021718016
Dark,WRKY_1:21746306-21746555_binding_65,0.423529,170,2,7,177,74,-0.9979769333972422
Dark,WRKY_1:21746306-21746555_binding_94,0.411765,170,2,10,374,154,-1.3011006186540452
Dark,WRKY_1:21746306-21746555_binding_96,0.417647,170,2,4,103,32,-1.7123142317458888
Dark,WRKY_1:21746306-21746555_non_binding_1495,0.4,170,2,7,293,79,-1.5100838982426326
Dark,WRKY_1:21746306-21746555_non_binding_841,0.4,170,2,9,402,145,-1.2935169673947131
Dark,WRKY_1:21746306-21746555_reference_binding_1893,0.394118,170,2,4,145,81,-1.0675293721816947
Dark,WRKY_1:217922-218171_non_binding_1863,0.347059,170,2,1,9,6,0.12309522072958545
Dark,WRKY_1:21878680-21878929_non_binding_1785,0.405882,170,2,1,25,23,-0.9285151394498
Dark,WRKY_1:21878680-21878929_non_binding_1821,0.4,170,1,1,5,5,0.09092735372439784
Dark,WRKY_1:21878680-21878929_non_binding_1827,0.4,170,1,1,18,8,-1.0789976477179146
Dark,WRKY_1:21878680-21878929_reference_binding_2368,0.376471,170,2,2,31,14,-0.6040397360311738
Dark,WRKY_1:21931164-21931413_non_binding_726,0.341176,170,2,9,458,324,-0.4934137874145518
Dark,WRKY_1:21931164-21931413_reference_binding_2120,0.335294,170,2,11,480,434,-0.08478142895212985
Dark,WRKY_1:21951648-21951897_non_binding_1776,0.335294,170,2,6,123,544,2.0034406654680406
Dark,WRKY_1:21951648-21951897_non_binding_633,0.335294,170,2,10,268,633,1.1957431204456488
Dark,WRKY_1:21951648-21951897_reference_binding_2060,0.335294,170,2,3,58,174,1.3989264665120742
Dark,WRKY_1:21965362-21965611_non_binding_1769,0.294118,170,2,9,296,540,0.7638593581775752
Dark,WRKY_1:21965362-21965611_reference_binding_2364,0.264706,170,2,12,399,573,0.7151896545453174
Dark,WRKY_1:22034084-22034333_non_binding_688,0.294118,170,2,7,314,2936,3.138992528114535
Dark,WRKY_1:22034084-22034333_reference_binding_2098,0.3,170,2,9,376,5502,3.8387149230899356
Dark,WRKY_1:22038667-22038916_non_binding_666,0.429412,170,2,7,260,83,-1.7936517913359409
Dark,WRKY_1:22038667-22038916_reference_binding_2084,0.435294,170,2,9,497,264,-1.0264231892220397
Dark,WRKY_1:22053099-22053348_binding_1091,0.4,170,2,5,97,79,-0.22868298385991137
Dark,WRKY_1:22053099-22053348_reference_binding_2264,0.394118,170,2,7,232,200,0.064633897565844
Dark,WRKY_1:22131185-22131434_binding_1263,0.288235,170,2,16,773,858,0.4503781605219759
Dark,WRKY_1:22131185-22131434_reference_binding_2278,0.282353,170,2,24,847,1192,0.4376582063644975
Dark,WRKY_1:22180567-22180816_non_binding_856,0.405882,170,2,3,88,37,-1.5170807302963476
Dark,WRKY_1:22180567-22180816_reference_binding_2196,0.405882,170,2,11,291,184,-0.7859026850267803
Dark,WRKY_1:22209090-22209339_binding_250,0.388235,170,2,3,65,44,-0.5246327210335003
Dark,WRKY_1:22209090-22209339_non_binding_1462,0.376471,170,2,1,12,11,1.1837430995109777
Dark,WRKY_1:22209090-22209339_reference_binding_1945,0.376471,170,2,2,145,463,1.9761935404275883
Dark,WRKY_1:2221793-2222042_non_binding_1839,0.405882,170,2,2,105,39,-0.9208079697548184
Dark,WRKY_1:2221793-2222042_non_binding_699,0.447059,170,2,2,63,26,-1.082680036378954
Dark,WRKY_1:2221793-2222042_reference_binding_2105,0.447059,170,2,1,22,10,-0.8259235737976873
Dark,WRKY_1:22340937-22341186_reference_binding_2362,0.352941,170,1,1,11,9,-0.39727793529400574
Dark,WRKY_1:22342955-22343204_non_binding_703,0.423529,170,2,11,298,782,1.328559135408736
Dark,WRKY_1:22342955-22343204_reference_binding_2109,0.417647,170,2,8,371,946,1.3495102174036466
Dark,WRKY_1:22688401-22688650_binding_138,0.305882,170,2,7,161,240,0.6221781886569316
Dark,WRKY_1:22688401-22688650_binding_233,0.288235,170,2,4,34,62,1.0509763963873517
Dark,WRKY_1:22688401-22688650_binding_258,0.294118,170,2,11,424,514,0.2400034460444248
Dark,WRKY_1:22688401-22688650_binding_451,0.305882,170,2,7,258,524,1.1512905537284817
Dark,WRKY_1:22688401-22688650_non_binding_514,0.294118,170,2,7,241,539,1.0834266543363646
Dark,WRKY_1:22688401-22688650_non_binding_552,0.288235,170,2,4,191,425,1.090720178986573
Dark,WRKY_1:22688401-22688650_non_binding_817,0.294118,170,2,7,249,551,1.1912485511660331
Dark,WRKY_1:22688401-22688650_reference_binding_1937,0.294118,170,2,8,170,661,2.082879919426544
Dark,WRKY_1:22741524-22741773_non_binding_930,0.358824,170,2,13,535,417,-0.44262974034832125
Dark,WRKY_1:22741524-22741773_reference_binding_2226,0.352941,170,2,7,289,161,-0.6403780116056723
Dark,WRKY_1:22965784-22966033_binding_135,0.447059,170,2,2,48,59,0.41508758762824843
Dark,WRKY_1:22965784-22966033_binding_174,0.447059,170,2,2,52,21,-1.3948172633701996
Dark,WRKY_1:22965784-22966033_binding_180,0.441176,170,2,3,194,56,-1.7357366554615345
Dark,WRKY_1:22965784-22966033_binding_273,0.441176,170,2,3,125,55,-0.8303500770746736
